"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
0.044169,0.04878075,0.11260375,0.052455,0.444624,0.047692,0.023433,0.054657,0.062818,-0.002388,0.285248,0.028424,0.034963,0.063706,0.020361,0.13079,0.082079,0.087001,0.00785,-0.000663,10.538037,6.055629,6.689488,7.09509,7.96333,4.916816,4.773768,6.079211,4.52365,8.176567,6.54567,5.145902,9.497564,9.83527,7.944642,5.632015,4.600069,7.22195,6.499318,10.292168
0.017727,-0.050047,0.150408,0.011715,0.701454,0.148588,-0.108245,0.021789,0.024558,-0.034887,0.178171,-0.026019,-0.062459,-0.030936,-0.059402,0.036209,0.196644,0.049562,0.032759,0.081824,11.112414,6.062609,6.6124,7.22818,7.840896,5.136085,4.773275,6.611813,4.712673,6.348189,6.933345,5.610893,10.340359,8.993709,7.790799,5.209738,4.790397,7.213831,5.978082,10.020604
0.39570825,0.620148,0.588579,0.404856,0.385871,0.5106105,0.478449333333333,0.440875,0.44596,0.548513,0.551562333333333,0.565767,0.478449333333333,0.507787,0.254554,0.499326,0.589966,0.44618025,0.565641,0.144373,10.307187,6.725477,6.087901,6.86207,7.497622,4.922098,4.720826,7.236735,4.511819,8.89419,6.384569,5.19585,10.316441,10.400104,7.591824,5.153694,5.080236,6.567744,5.797877,9.980092
-0.037974,-0.082068,0.026011,-0.048052,0.010925,0.031567,-0.02485,-0.067442,-0.141424,-0.19769,0.020667,0.016063,-0.000353,0.096776,-0.154494,-0.008019,-0.14868,-0.090393,0.018155,0.021624,9.799298,6.560059,7.46329,7.337798,8.47868,4.791694,4.669519,10.225297,4.624665,6.09515,6.339902,4.949726,9.745964,9.185926,8.261079,5.598002,4.882183,6.690163,6.081197,9.935936
-0.0793382,-0.029833,0.014968,0.038088,0.808152,0.044412,-0.052698,0.012499,-0.01978,-0.002679,-0.191832,-0.180599,-0.147747,-0.20109,-0.159653,-0.116896,0.021425,-0.101317,0.067098,-0.04719,10.150915,6.81388,8.843442,6.629481,6.776518,5.01003,5.065025,8.562673,4.630464,7.93679,6.591035,5.236557,7.984455,9.396115,7.944933,5.13799,5.218223,7.086677,6.773134,9.396049
0.072009,0.074842,0.33323,-0.01645,-0.044527,-0.118298,-0.068158,0.017049,0.092481,-0.114932,0.398333,-0.031645,0.071693,0.127526,0.132902,0.079172,-0.041825,0.160248,-0.046214,0.128039,10.749506,6.729386,6.240371,7.093237,8.124158,5.304179,4.972784,8.882498,4.602976,5.454799,7.175712,5.569952,9.334294,9.287873,8.343512,5.320867,5.045347,7.29618,5.614761,8.710669
-0.235773,-0.002416,0.066367,-0.051416,0.278853,0.006058,-0.085071,-0.1811182,-0.008904,-0.143373,-0.183425,-0.309679,-0.38922,-0.262264,-0.426833,-0.347509,-0.244913,-0.279023,-0.325498,-0.085011,10.565664,6.437175,6.235735,7.094816,8.295621,4.974724,4.599225,9.362394,4.587664,7.135972,6.090683,5.203266,9.406272,9.74018,7.901924,4.998693,4.625016,6.754304,6.089471,9.785341
-0.2397868,-0.182936,-0.136213,-0.038214,0.545548,-0.013636,-0.156302,-0.046109,-0.032577,-0.097032,-0.178612,-0.315832,-0.111083,-0.109964,-0.152546,-0.225517,0.02675,-0.139089,-0.067179,-0.137029,10.335046,7.297799,6.931982,6.191795,7.515061,4.718287,5.123456,6.849918,4.785773,6.351896,6.393172,5.044071,9.047227,10.081487,8.098483,5.444299,4.83393,6.545875,6.623513,9.973648
-0.254192,-0.059942,0.072285,-0.021204,0.217909,0.031928,-0.051115,-0.037041,-0.067504,0,-0.052115,-0.041069,-0.063204,-0.002117,-0.0293988,-0.055276,-0.022927,-0.06852,0.10751,0.057021,9.896685,5.893283,6.51396,7.166762,8.242158,5.125182,4.516989,9.535745,4.625387,6.457185,6.189456,5.222064,10.209504,9.361013,7.979256,5.40945,4.694945,6.664229,5.869276,10.103275
-0.102152,-0.080495,-0.189473,-0.160991,0.243408,-0.046151,-0.279909,-0.175659,-0.271912,-0.202904,-0.232443,-0.264416,-0.304611,-0.253538,-0.261208,-0.185658,-0.031699,-0.225763,-0.126206,-0.474793,10.762967,6.311461,6.618374,7.141517,7.484924,4.936747,4.886094,6.387083,4.788895,6.234917,6.202382,6.282018,9.587593,9.104672,8.699453,5.326175,5.13957,7.276169,5.683957,10.442975
-0.089225,0.102789,0.10050425,0.03447,-0.104106,0.155824,0.026221,0.097142,0.114329,0.038214,0.034722,-0.414957,0.156088,-0.688597,-0.411092,-0.645453,-0.369239,-0.2345108,-0.126829,-0.010086,10.818594,6.564084,6.390646,6.651527,8.138139,4.913295,4.653633,6.526484,6.066325,5.855121,6.327628,5.263267,8.58551,8.256571,7.883285,5.499026,4.674907,6.904542,6.980042,10.931948
0.002473,0.01412,0.037772,-0.058238,0.248124,0.112019,-0.00406,0.07425,0.020006,-0.055511,0.080845,-0.027883,-0.112865,-0.016687,-0.052561,0.043478,0.07887,0.064444,0.061643,0.097152,10.582591,6.619787,8.07695,7.515313,7.291339,4.758271,4.618209,5.80212,5.459444,6.406221,5.892234,5.240995,8.709699,9.728873,7.593987,5.87394,4.72584,7.026915,5.973549,10.099202
0.027179,0.15677,0.170685,-0.022613,0.013151,0.12331,0.00589,0.157618,0.110285,-0.16268,0.362542,0.031332,-0.026564,0.113286,0.08507,0.062181,0.076458,0.148773,0.0980226,0.16876,9.917373,6.314427,7.42652,7.437279,8.128646,5.142986,4.803403,5.876765,5.276809,5.86104,6.247071,5.264432,10.714729,9.789952,7.610615,5.56103,4.480116,6.959349,6.694527,9.29121
0.0204805,0.001093,0.099875,0.040494,0.006817,0.041548,0.054408,-0.060959,-0.026921,-0.219041,0.053891,0.009674,0.0358,0.082843,-0.003917,0.112003,0.002681,0.021204,0.029998,0.084894,9.735426,6.078073,6.671165,7.756691,7.692997,5.535539,5.372295,9.235877,4.616334,6.566832,6.416423,5.909368,9.875086,9.80949,7.686168,5.192446,4.686309,7.477945,5.444447,9.549858
-0.027618,0.155282,0.096178,0.154998,0.356324,0.275008,0.124897,0.16142,0.068713,0.234427,0.037196,-0.080254,0.085583,-0.00177,0.1299856,-0.034304,0.239839,0.131076,0.39886,0.113849,11.250308,7.634166,6.539554,6.792559,7.035922,4.690385,4.497527,8.731778,4.456717,7.885028,6.316544,5.082066,9.09432,8.286239,7.594397,4.758859,4.802645,6.772375,6.242565,10.477904
-0.246255,-0.196524,-0.081264,-0.273313,0.271251,-0.173674,-0.285303,-0.204534,-0.133465,-0.261068,-0.1517924,-0.233895,-0.172594,-0.102477,-0.027259,-0.22504,-0.182124,-0.175115,-0.054477,-0.165748,11.470086,6.273909,6.788751,7.316707,7.747168,5.049279,4.828675,7.47988,5.081821,5.751507,6.488575,5.481021,9.395015,10.931861,7.638153,5.110088,4.970468,6.908846,6.21951,10.292142
-0.3176952,-0.333278,-0.333948,-0.414845,0.589631,-0.2385,-0.347083,-0.32746,-0.378994,-0.353675,-0.318059,-0.440479,-0.187299,-0.422507,-0.399367,-0.454389,-0.303276,-0.366349,-0.205077,-0.295961,10.953824,7.045243,6.269108,7.579033,6.876331,5.544294,4.809498,6.446252,4.82686,8.612951,7.178978,5.527969,8.893237,9.606252,7.461765,5.591568,4.670877,7.26868,6.058726,9.825689
-0.0096812,0.046686,0.042381,0.04366,-0.062299,0.022757,-0.090779,-0.085799,0.06355,-0.029921,0.019188,-0.040766,0.040999,-0.050644,-0.054489,0.032837,-0.064427,-0.08287,0.02176,-0.173464,9.589976,6.483056,6.879415,7.565458,8.506786,5.327203,5.036199,10.442685,4.882783,5.492706,6.499581,6.208156,9.183601,8.866088,7.570393,5.481189,4.747641,7.305583,5.858669,9.422758
-0.163625,-0.078946,-0.095314,-0.035263,0.129835,-0.061094,-0.179895,-0.073162,-0.016102,-0.125356,-0.134783,-0.167381,-0.071763,-0.196205,-0.0655034,-0.078058,-0.011482,-0.100462,-0.061132,-0.162637,9.758425,6.666208,9.293299,7.311644,7.628031,5.048301,4.692769,9.314836,4.518106,5.951822,6.196759,5.171252,9.729867,9.594712,8.375597,5.354552,4.563736,7.007401,5.415074,9.527746
0.070319,0.17795,0.326453,0.089866,0.117527,0.259139,-0.013067,0.016712,0.145991,0.07646,0.094325,-0.010864,0.110338,0.197906,0.11159,-0.010234,-0.082972,-0.07526,0.0727,0.0079,9.651166,5.984904,7.147477,7.301968,7.192007,4.805207,4.687126,9.553239,4.489778,7.787966,6.445644,5.526416,8.186252,9.470955,7.921972,5.230843,4.888939,7.15909,6.104312,9.586954
-0.210572,-0.397762,-0.325193,-0.327459,0.697753,-0.389632,-0.40072,-0.446421,-0.373806,-0.46595,-0.322435,-0.36366,-0.336849,-0.23258,-0.366701,-0.375884,-0.436738,-0.421245,-0.410608,-0.067962,10.967985,6.298005,7.445548,6.847391,8.589195,5.029795,4.695969,7.662349,5.129467,5.835999,7.440251,5.652071,8.973718,10.153135,8.209562,5.285166,4.479949,6.797058,6.071047,9.298733
0.053814,0.11125675,0.1646505,-0.002098,0.241701,0.122689,0.086583,0.051592,0.109878,0.09609,0.374443,0.057449,0.113433,0.085345,0.025179,0.111767,0.026065,0.11637,0.024991,0.029634,10.709085,5.676475,6.167967,7.807919,8.007838,5.588808,4.71327,7.632572,4.588895,6.016801,6.517311,5.665028,10.040161,10.946339,7.785439,5.393157,4.685143,7.141609,5.749536,9.864611
-0.223261,0.084458,0.07459,0.082601,-0.029558,0.162602,-0.006527,0.082097,0.105631,-0.014859,-0.05197,-0.230727,0.042455,-0.157772,0.145912,-0.071082,0.116776666666667,0.0498455,0.117257333333333,-0.070666,10.373924,6.855961,7.407055,6.9805,8.717195,4.906306,4.913794,7.755804,4.54623,6.121278,6.139534,5.619633,9.608339,9.425833,7.266601,5.259074,4.690185,7.177922,5.715866,9.896146
-0.338401,-0.284181,-0.27911,-0.361715,0.717163,-0.252079,-0.387785,-0.316051,-0.375662,-0.42691,-0.236526,-0.433023,-0.240938,-0.365427,-0.348403,-0.364936,-0.247488,-0.280263,-0.245318,-0.321388,10.191069,5.914528,7.114663,7.390919,7.82848,4.927426,4.820182,9.349674,4.64784,6.058414,6.551714,8.054157,8.924868,8.808881,8.535486,5.233743,4.565004,7.26326,5.333886,10.05149
0.044537,-0.330353,-0.15973,-0.123273,0.370619,-0.044834,-0.410543,-0.400232,-0.437654,-0.248015,-0.381083,-0.176122,-0.324065,-0.206798,-0.30049,-0.127111,-0.365803,-0.258421,-0.224548,-0.364042,9.650978,5.723793,6.958094,6.713614,8.385822,5.216675,4.697924,7.417571,4.461369,5.414659,6.661361,5.087434,9.863698,8.970434,8.074052,5.243081,4.785223,6.740922,5.88044,10.076613
